departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage,sourceFile,normalizedTitle,matchedCourseId,matchedCourseTitle,matchedCourseType,matchedCategory,matchedGroup,matchStatus,matchConfidence
kikai_system,機シ,世田谷,月,1,前期前,2,AB,材料力学(1)及び演習,秋田 貢一,saa121108,12P,対象[25-21],"対開講(月1,木1) ○",○,4,2026世田谷キャンパス前期.pdf,材料力学(1)及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,2,CD,材料力学(1)及び演習,宮坂 明宏,saa121109,12H,対象[25-21],"対開講(月1,木1) ○",○,4,2026世田谷キャンパス前期.pdf,材料力学(1)及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,2,CD,材料力学(1)及び演習,宮坂 明宏,saa121109,12H,対象[25-21],"対開講(月1,木1) ○",○,4,2026世田谷キャンパス前期.pdf,材料力学(1)及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,2,CD,材料力学(1)及び演習,秋田 貢一,saa121108,12P,対象[25-21],"対開講(月1,木1) ○",○,4,2026世田谷キャンパス前期.pdf,材料力学(1)及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,2,CD,線形代数学(2a),曽布川 拓也,saa111109,13M,対象[25-21],,,4,2026世田谷キャンパス前期.pdf,線形代数学(2a),,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,3,CD,技術者倫理,田中 康寛 三宅 弘晃 白鳥 英 渡邉 力夫,saa121104,31A,対象[24-17],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,技術者倫理,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期前,4,CD,ロボット工学応用,佐藤 大祐,saa121102,73A,対象[23-17],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,ロボット工学応用,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,1,AB,工業力学及び演習,宮坂 明宏,sab121106,1BN,対象[26-21],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,工業力学及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,1,CD,工業力学及び演習,柴田 拓馬,sab121107,1BL,対象[26-21],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,工業力学及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,1,CD,工業力学及び演習,宮坂 明宏,sab121106,1BN,対象[26-21],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,工業力学及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,1,CD,工業力学及び演習,柴田 拓馬,sab121107,1BL,対象[26-21],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,工業力学及び演習,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,2,CD,線形代数学(2b),曽布川 拓也,sab111110,13M,対象[25-21],,,4,2026世田谷キャンパス前期.pdf,線形代数学(2b),,,,,,unmatched,0
kikai_system,機シ,世田谷,月,1,前期後,3,CD,振動工学,藪井 将太,sab121110,12K,対象[24-17],"対開講(月1,木1)",,4,2026世田谷キャンパス前期.pdf,振動工学,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,2,前期前,1,SD,PBL(1),土方 規実雄,saa121201,PBL教室,対象[26-20],"対開講(月2,木2)",,4,2026世田谷キャンパス前期.pdf,PBL(1),,,,,,unmatched,0
kikai_system,機シ,世田谷,月,2,前期前,2,SD,ベクトル解析学,渡邉 力夫,saa121202,12P,対象[25-17],"対開講(月2,木2)",,4,2026世田谷キャンパス前期.pdf,ベクトル解析学,,,,,,unmatched,0
kikai_system,機シ,世田谷,月,2,前期後,1,AB,電気物理及び演習(a),田中 康寛,sab121208,1BB,対象[26-21],"対開講(月2,木2)",,4,2026世田谷キャンパス前期.pdf,電気物理及び演習(a),,,,,,unmatched,0
kikai_system,機シ,世田谷,月,2,前期後,1,CD,電気物理及び演習(a),三宅 弘晃,sab121209,1BC,対象[26-21],"対開講(月2,木2)",,4,2026世田谷キャンパス前期.pdf,電気物理及び演習(a),,,,,,unmatched,0
kikai_system,機シ,世田谷,月,2,前期後,3,CD,伝熱工学,永野 秀明,sab121206,21B,対象[24-17],"対開講(月2,木2)",,4,2026世田谷キャンパス前期.pdf,伝熱工学,,,,,,unmatched,0
