departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage,sourceFile,normalizedTitle,matchedCourseId,matchedCourseTitle,matchedCourseType,matchedCategory,matchedGroup,matchStatus,matchConfidence
kankyo_keiei,環経,横浜,月,1,前期,4,,再・Academic English(2),中條 純子,yaz051101,32B,対象[19-16]/18-16:アカデミッ ク・イングリッシュ・セミナー,,,5,2026横浜キャンパス前期.pdf,AcademicEnglish(2),FL-21P,Academic English(2a),elective,共通分野,外国語科目,fuzzy,0.973
kankyo_keiei,環経,横浜,月,1,前期前,2,,Academic English(2a),中條 純子,yaa051101,32B,対象[25-20],,,5,2026横浜キャンパス前期.pdf,AcademicEnglish(2a),FL-21P,Academic English(2a),elective,共通分野,外国語科目,exact,1.0
kankyo_keiei,環経,横浜,月,1,前期後,2,,Academic English(2b),中條 純子,yab051101,32B,対象[25-20],,,5,2026横浜キャンパス前期.pdf,AcademicEnglish(2b),FL-21Q,Academic English(2b),elective,共通分野,外国語科目,exact,1.0
kankyo_keiei,環経,横浜,月,1,前期後,2,,財務会計,木下 幸雄,yab621101,33I,対象[25-16],"対開講(月1,月2)",,5,2026横浜キャンパス前期.pdf,財務会計,EM-266,財務会計,elective,専門分野,環境経営システム学科科目,exact,1.0
kankyo_keiei,環経,横浜,月,2,前期,1,K4,Communication Skills(1),M・フォードリー,yaz061201,32D,対象[26-26],,,5,2026横浜キャンパス前期.pdf,CommunicationSkills(1),,,,,,unmatched,0
kankyo_keiei,環経,横浜,月,2,前期,1,K5,Communication Skills(1),高橋 信博,yaz061202,32I,対象[26-26],,,5,2026横浜キャンパス前期.pdf,CommunicationSkills(1),,,,,,unmatched,0
kankyo_keiei,環経,横浜,月,2,前期,1,K6,Communication Skills(1),ボルジロフスカヤ ア ンナ,yaz061203,31F,対象[26-26],,,5,2026横浜キャンパス前期.pdf,CommunicationSkills(1),,,,,,unmatched,0
kankyo_keiei,環経,横浜,月,2,前期,4,K6,再・Communication Strategies(2),中條 純子,yaz051201,32B,対象[19-16]/18-16:スポーツで 学ぶ英語,,,5,2026横浜キャンパス前期.pdf,CommunicationStrategies(2),FL-21L,Communication Strategies(2a),elective,共通分野,外国語科目,fuzzy,0.981
kankyo_keiei,環経,横浜,月,2,前期,4,K6,再・基礎体育(1),千野 謙太郎,yaz051202,体育施設,対象[19-16],,,5,2026横浜キャンパス前期.pdf,基礎体育(1),PE-111,基礎体育(1a),elective-required,共通分野,体育科目,fuzzy,0.933
kankyo_keiei,環経,横浜,月,2,前期前,1,K6,基礎体育(1a),岩嶋 孝夫 千野 謙太郎,yaa051202,体育施設,対象[26-20],,,5,2026横浜キャンパス前期.pdf,基礎体育(1a),PE-111,基礎体育(1a),elective-required,共通分野,体育科目,exact,1.0
